text,image
요일,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n2_jeob_su_su_nab_/yo_il_.png
원,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n2_jeob_su_su_nab_/weon_2.png
월,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n2_jeob_su_su_nab_/weol_001_.png
월,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n2_jeob_su_su_nab_/weol_002_.png
이,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n2_jeob_su_su_nab_/i_001_.png
이,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n2_jeob_su_su_nab_/i_002_.png
일,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n2_jeob_su_su_nab_/il_001_.png
일,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n2_jeob_su_su_nab_/il_002_.png
일반,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n2_jeob_su_su_nab_/il_ban_.png
입원,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n2_jeob_su_su_nab_/ib_weon_001_.png
입원,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n2_jeob_su_su_nab_/ib_weon_002_.png
창구,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n2_jeob_su_su_nab_/cang_gu_001_.png
창구,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n2_jeob_su_su_nab_/cang_gu_002_.png
채혈,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n2_jeob_su_su_nab_/cae_hyeol_001_.png
채혈,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n2_jeob_su_su_nab_/cae_hyeol_002_.png
층,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n2_jeob_su_su_nab_/ceung_001_.png
층,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n2_jeob_su_su_nab_/ceung_002_.png
치과,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n2_jeob_su_su_nab_/ci_gwa_.png
치과,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n2_jeob_su_su_nab_/ci_gwa_201_.png
퇴원,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n2_jeob_su_su_nab_/toe_weon_001_.png
퇴원,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n2_jeob_su_su_nab_/toe_weon_002_.png
특진,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n2_jeob_su_su_nab_/teug_jin_001_.png
특진,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n2_jeob_su_su_nab_/teug_jin_002_.png
팔,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n2_jeob_su_su_nab_/pal_.png
할인,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n2_jeob_su_su_nab_/hal_in_001_.png
할인,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n2_jeob_su_su_nab_/hal_in_002_.png
현금,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n2_jeob_su_su_nab_/hyeon_geum_.png
환불,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n2_jeob_su_su_nab_/hwan_bul_.png
녹용,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n3_han_yi_weon_/nog_yong_.png
보약,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n3_han_yi_weon_/bo_yag_.png
약재,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n3_han_yi_weon_/yag_jae_.png
인삼,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n3_han_yi_weon_/in_sam_.png
침,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n3_han_yi_weon_/cim_001_.png
침,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n3_han_yi_weon_/cim_002_.png
한약,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n3_han_yi_weon_/han_yag_1.png
홍삼,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n3_han_yi_weon_/hong_sam_.png
물약,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n4_yag_gug_/mul_yag_.png
밴드,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n4_yag_gug_/baen_deu_001_.png
밴드,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n4_yag_gug_/baen_deu_002_.png
변비,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n4_yag_gug_/byeon_bi_.png
붕대,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n4_yag_gug_/bung_dae_.png
설사,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n4_yag_gug_/seol_sa_1.png
식전,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n4_yag_gug_/sig_jeon_001_.png
식전,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n4_yag_gug_/sig_jeon_002_.png
식후,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n4_yag_gug_/sig_hu_001_.png
식후,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n4_yag_gug_/sig_hu_002_.png
안대,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n4_yag_gug_/an_dae_.png
안약,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n4_yag_gug_/an_yag_.png
알약,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n4_yag_gug_/al_yag_.png
연고,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n4_yag_gug_/yeon_go_.png
한약,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n4_yag_gug_/han_yag_2.png
금니,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n5_ci_gwa_/geum_ni_.png
껴요,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n5_ci_gwa_/ggyeo_yo_.png
덧니,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n5_ci_gwa_/deos_ni_.png
보험,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n5_ci_gwa_/bo_heom_001_.png
보험,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n5_ci_gwa_/bo_heom_002_.png
앞니,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n5_ci_gwa_/ap_ni_.png
윗니,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n5_ci_gwa_/wis_ni_.png
잇몸,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n5_ci_gwa_/is_mom_.png
치실,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n5_ci_gwa_/ci_sil_.png
치통,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n5_ci_gwa_/ci_tong_.png
틀니,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n5_ci_gwa_/teul_ni_001_.png
틀니,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n5_ci_gwa_/teul_ni_002_.png
계단,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n6_jae_hwal_ci_ryo_/gye_dan_001_.png
계단,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n6_jae_hwal_ci_ryo_/gye_dan_002_.png
계단,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n6_jae_hwal_ci_ryo_/gye_dan_003_.png
몇번,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n6_jae_hwal_ci_ryo_/myeoc_beon_.png
목발,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n6_jae_hwal_ci_ryo_/mog_bal_.png
무릎,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n6_jae_hwal_ci_ryo_/mu_reup_001_.png
무릎,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n6_jae_hwal_ci_ryo_/mu_reup_002_.png
빼요,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n6_jae_hwal_ci_ryo_/bbae_yo_001_.png
빼요,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n6_jae_hwal_ci_ryo_/bbae_yo_002_.png
왼쪽,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n6_jae_hwal_ci_ryo_/oen_jjog_001_.png
왼쪽,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n6_jae_hwal_ci_ryo_/oen_jjog_002_.png
의자,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n6_jae_hwal_ci_ryo_/yi_ja_1.png
저쪽,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n6_jae_hwal_ci_ryo_/jeo_jjog_001_.png
저쪽,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n6_jae_hwal_ci_ryo_/jeo_jjog_002_.png
펴요,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n6_jae_hwal_ci_ryo_/pyeo_yo_001_2.png
펴요,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n6_jae_hwal_ci_ryo_/pyeo_yo_002_2.png
가슴,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/ga_seum_001_.png
가슴,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/ga_seum_002_.png
간,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/gan_001_.png
간,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/gan_002_.png
간염,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/gan_yeom_001_.png
간염,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/gan_yeom_002_.png
간염,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/gan_yeom_003_.png
감기,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/gam_gi_2.png
겉에,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/geot_e_001_.png
겉에,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/geot_e_002_.png
궤양,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/gwe_yang_.png
근육,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/geun_yug_001_.png
근육,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/geun_yug_002_.png
눈물,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/nun_mul_001_.png
눈물,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/nun_mul_002_.png
당뇨,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/dang_nyo_001_.png
당뇨,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/dang_nyo_002_.png
대장,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/dae_jang_001_.png
대장,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/dae_jang_002_.png
독감,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/dog_gam_.png
뒤에,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/dwi_e_001_.png
뒤에,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/dwi_e_002_.png
땀,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/ddam_001_.png
땀,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/ddam_002_.png
똥,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/ddong_201_.png
멀미,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/meol_mi_201_.png
발등,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/bal_deung_001_.png
발등,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/bal_deung_002_.png
방귀,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/bang_gwi_.png
배,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/bae_001_1.png
배,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/bae_002_1.png
배꼽,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/bae_ggob_001_.png
배꼽,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/bae_ggob_002_.png
배꼽,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/bae_ggob_201_.png
설사,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/seol_sa_2.png
설사,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/seol_sa_201_.png
소변,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/so_byeon_.png
손등,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/son_deung_.png
수두,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/su_du_.png
식도,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/sig_do_001_.png
식도,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/sig_do_002_.png
안에,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/an_e_001_.png
안에,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/an_e_002_.png
앞에,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/ap_e_001_.png
앞에,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/ap_e_002_.png
얼굴,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/eol_gul_001_.png
얼굴,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/eol_gul_002_.png
얼굴,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/eol_gul_201_.png
옆에,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/yeop_e_001_.png
옆에,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/yeop_e_002_.png
옆에,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/yeop_e_201_.png
위,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/wi_001_.png
위,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/wi_002_.png
위암,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/wi_am_001_.png
위암,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/wi_am_002_.png
윗배,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/wis_bae_001_.png
윗배,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/wis_bae_002_.png
이마,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/i_ma_001_.png
이마,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/i_ma_002_.png
주름,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/ju_reum_.png
차요,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/ca_yo_.png
토,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/to_.png
트림,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/teu_rim_.png
폐,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/pye_.png
폐,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/pye_002_.png
폐렴,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/pye_ryeom_001_.png
폐렴,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/pye_ryeom_002_.png
풍진,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/pung_jin_.png
피부,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/pi_bu_001_.png
피부,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/pi_bu_002_.png
하품,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/ha_pum_.png
홍역,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n7_sin_ce_tong_jeung_/hong_yeog_.png
침대,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n8_bo_geon_so_/cim_dae_2.png
귀,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n9_oe_rae_/gwi_.png
귀,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n9_oe_rae_/gwi_201_.png
긁다,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n9_oe_rae_/geulg_da_001_.png
긁다,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n9_oe_rae_/geulg_da_002_.png
눈,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n9_oe_rae_/nun_1.png
눈곱,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n9_oe_rae_/nun_gob_.png
등,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n9_oe_rae_/deung_001_.png
등,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n9_oe_rae_/deung_002_.png
링거,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n9_oe_rae_/ring_geo_.png
링거,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n9_oe_rae_/ring_geo_201_.png
먹다,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n9_oe_rae_/meog_da_002_.png
먹다,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n9_oe_rae_/meog_da_deung_001_.png
발,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n9_oe_rae_/bal_2.png
발목,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n9_oe_rae_/bal_mog_002_.png
발목,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n9_oe_rae_/bal_mog_deung_001_.png
뽑다,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n9_oe_rae_/bbob_da_002_.png
뽑다,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n9_oe_rae_/bbob_da_deung_001_.png
손목,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n9_oe_rae_/son_mog_002_.png
손목,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n9_oe_rae_/son_mog_deung_001_.png
약,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n9_oe_rae_/yag_.png
온몸,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n9_oe_rae_/on_mom_002_.png
온몸,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n9_oe_rae_/on_mom_deung_001_.png
인대,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n9_oe_rae_/in_dae_.png
충치,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n9_oe_rae_/cung_ci_002_.png
충치,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n9_oe_rae_/cung_ci_deung_001_.png
코피,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n9_oe_rae_/ko_pi_.png
콧물,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n9_oe_rae_/kos_mul_.png
허리,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n9_oe_rae_/heo_ri_002_.png
허리,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n9_oe_rae_/heo_ri_deung_001_.png
뇌,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n11_u_ri_yi_mom_/noe_.png
뇌,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n11_u_ri_yi_mom_/noe_201_.png
눈,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n11_u_ri_yi_mom_/nun_202_.png
눈썹,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n11_u_ri_yi_mom_/nun_sseob_001_.png
눈썹,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n11_u_ri_yi_mom_/nun_sseob_002_.png
눈썹,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n11_u_ri_yi_mom_/nun_sseob_201_.png
다리,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n11_u_ri_yi_mom_/da_ri_201_.png
등,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n11_u_ri_yi_mom_/deung_201_.png
무릎,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n11_u_ri_yi_mom_/mu_reup_201_.png
발,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n11_u_ri_yi_mom_/bal_201_.png
발목,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n11_u_ri_yi_mom_/bal_mog_201_.png
발톱,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n11_u_ri_yi_mom_/bal_tob_201_.png
뼈,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n11_u_ri_yi_mom_/bbyeo_001_.png
뼈,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n11_u_ri_yi_mom_/bbyeo_002_.png
뼈,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n11_u_ri_yi_mom_/bbyeo_201_.png
손,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n11_u_ri_yi_mom_/son_201_.png
손목,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n11_u_ri_yi_mom_/son_mog_201_.png
손톱,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n11_u_ri_yi_mom_/son_tob_.png
손톱,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n11_u_ri_yi_mom_/son_tob_201_.png
심장,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n11_u_ri_yi_mom_/sim_jang_001_.png
심장,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n11_u_ri_yi_mom_/sim_jang_002_.png
어깨,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n11_u_ri_yi_mom_/eo_ggae_001_.png
어깨,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n11_u_ri_yi_mom_/eo_ggae_002_.png
어깨,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n11_u_ri_yi_mom_/eo_ggae_003_.png
어깨,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n11_u_ri_yi_mom_/eo_ggae_201_.png
온몸,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n11_u_ri_yi_mom_/on_mom_201_.png
입,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n11_u_ri_yi_mom_/ib_201_.png
입술,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n11_u_ri_yi_mom_/ib_sul_001_.png
입술,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n11_u_ri_yi_mom_/ib_sul_002_.png
입술,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n11_u_ri_yi_mom_/ib_sul_201_.png
코,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n11_u_ri_yi_mom_/ko_.png
코,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n11_u_ri_yi_mom_/ko_201_.png
턱,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n11_u_ri_yi_mom_/teog_001_.png
턱,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n11_u_ri_yi_mom_/teog_002_.png
턱,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n11_u_ri_yi_mom_/teog_201_.png
혀,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n11_u_ri_yi_mom_/hyeo_.png
혀,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n11_u_ri_yi_mom_/hyeo_201_.png
여기,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n12_byeong_weon_gi_ta_/yeo_gi_2.png
피,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n12_byeong_weon_gi_ta_/pi_.png
핀셋,http://220.69.171.28:8080/Symbol/Symbol/n6_geon_gang_/n12_byeong_weon_gi_ta_/pin_ses_.png
요금,http://220.69.171.28:8080/Symbol/Symbol/n7_gyo_tong_/n2_ji_ha_ceol_/yo_geum_.png
카드,http://220.69.171.28:8080/Symbol/Symbol/n7_gyo_tong_/n2_ji_ha_ceol_/ka_deu_.png
타요,http://220.69.171.28:8080/Symbol/Symbol/n7_gyo_tong_/n2_ji_ha_ceol_/ta_yo_003_.png
국도,http://220.69.171.28:8080/Symbol/Symbol/n7_gyo_tong_/n3_beo_seu_/gug_do_.png
막차,http://220.69.171.28:8080/Symbol/Symbol/n7_gyo_tong_/n3_beo_seu_/mag_ca_.png
버스,http://220.69.171.28:8080/Symbol/Symbol/n7_gyo_tong_/n3_beo_seu_/beo_seu_001_.png
버스,http://220.69.171.28:8080/Symbol/Symbol/n7_gyo_tong_/n3_beo_seu_/beo_seu_002_.png
버스,http://220.69.171.28:8080/Symbol/Symbol/n7_gyo_tong_/n3_beo_seu_/beo_seu_003_.png
