0
출생신고하고싶어요
밖을보고싶어요
식물원에-가고-싶어요
청년부에가입하고싶어요
물먹고싶어요
을-보고싶어요
비흡연석에앉고싶어요
뭐마시고싶어요-
다른거먹고싶어요
대학원에진학하고싶어요
밖에나가고싶어요
다른얘기하고싶어요
창가에앉고싶어요
다시듣고싶어요
혼자있고싶어요
저거보고싶어요
먹고싶어요
동아리가입하고싶어요
변호사와상담하고싶어요
마시고싶어요
텔레비전보고싶어요
견학가고싶어요
컴퓨터-하고-싶어요
먹이주고싶어요
컬러인쇄하고싶어요
영화보고싶어요
자고싶어요
운전자보험에가입하고싶어요
복수전공신청하고싶어요
밖으로나가고싶어요
장애인운전교육받고싶어요
같이놀고싶어요
어학연수가고싶어요
꽃꽂이-배우고-싶어요
또듣고싶어요
보육료지원신청하고싶어요
스키배우고싶어요
머리하고싶어요
육아휴직신청하고싶어요
세례받고싶어요
스키-배우고-싶어요
놀고싶어요
동물원에-가고-싶어요
창밖을보고싶어요
배우고싶어요
산후조리원예약하고싶어요
견학가고-싶어요
머리하러가고싶어요
컴퓨터하고싶어요
저는-000가-되고-싶어요
인턴채용에대해서알고싶어요
통원치료하고싶어요
수영-배우고-싶어요
하고싶어요
장미-꽃다발-받고싶어요
운전면허증따고싶어요
듣고싶어요
가고싶어요
화장실가고싶어요
성경공부하고싶어요
MP3듣고싶어요
쉬고싶어요
다시보고싶어요
외식하고싶어요
꽃배달-주문하고-싶어요
나가고싶어요
흡연석에앉고싶어요
예약을취소하고싶어요
고소(신고)하고싶어요
봉사활동하고싶어요
장애인특별전형에지원하고싶어요
여름성경학교신청하고싶어요
_을보고싶어요
상담받고싶어요
장애인운전교육신청하고싶어요
더먹고싶어요
학습보조도구지원신청하고싶어요
TV보고싶어요
