text,image,카테고리_주제,카테고리_품사,실체,필요성분,명사구분,동사구분
주말에뭐했어,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n2_hag_gyo_dae_hwa_/ju_mal_e_mweo_haess_eo_.png,학교,동사,0,0,0,0
중학교,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n2_hag_gyo_dae_hwa_/jung_hag_gyo_001_.png,학교,명사,2,0,0,0
중학교,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n2_hag_gyo_dae_hwa_/jung_hag_gyo_002_.png,학교,명사,2,0,0,0
중학교,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n2_hag_gyo_dae_hwa_/jung_hag_gyo_003_.png,학교,명사,2,0,0,0
지각,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n2_hag_gyo_dae_hwa_/ji_gag_001_.png,학교,명사,1,0,0,0
지각,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n2_hag_gyo_dae_hwa_/ji_gag_002_.png,학교,명사,1,0,0,0
지각,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n2_hag_gyo_dae_hwa_/ji_gag_201_.png,학교,명사,1,0,0,0
지우개,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n2_hag_gyo_dae_hwa_/ji_u_gae_001_.png,학교,명사,2,0,0,0
지우개,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n2_hag_gyo_dae_hwa_/ji_u_gae_002_.png,학교,명사,2,0,0,0
지우개로지워요,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n2_hag_gyo_dae_hwa_/ji_u_gae_ro_ji_weo_yo_201_.png,학교,동사,0,0,0,0
찾아주세요,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n2_hag_gyo_dae_hwa_/caj_a_ju_se_yo_.png,학교,동사,0,을,0,0
체육관,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n2_hag_gyo_dae_hwa_/ce_yug_gwan_.png,학교,명사,2,0,0,0
체육관,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n2_hag_gyo_dae_hwa_/ce_yug_gwan_201_.png,학교,명사,2,0,0,0
초등학교,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n2_hag_gyo_dae_hwa_/co_deung_hag_gyo_001_.png,학교,명사,2,0,0,0
초등학교,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n2_hag_gyo_dae_hwa_/co_deung_hag_gyo_002_.png,학교,명사,2,0,0,0
초등학교,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n2_hag_gyo_dae_hwa_/co_deung_hag_gyo_003_.png,학교,명사,2,0,0,0
출석,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n2_hag_gyo_dae_hwa_/cul_seog_.png,학교,명사,0,0,0,0
칭찬받았어요,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n2_hag_gyo_dae_hwa_/cing_can_bad_ass_eo_yo_.png,학교,동사,0,0,0,0
특별활동,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n2_hag_gyo_dae_hwa_/teug_byeol_hwal_dong_.png,학교,명사,1,0,0,0
필통,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n2_hag_gyo_dae_hwa_/pil_tong_.png,학교,명사,2,0,0,0
필통,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n2_hag_gyo_dae_hwa_/pil_tong_201_.png,학교,명사,2,0,0,0
학급도우미선생님,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n2_hag_gyo_dae_hwa_/hag_geub_do_u_mi_seon_saeng_nim_.png,학교,명사,2,0,0,0
학생증,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n2_hag_gyo_dae_hwa_/hag_saeng_jeung_201_.png,학교,명사,2,0,0,0
학생증1,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n2_hag_gyo_dae_hwa_/hag_saeng_jeung_1.png,학교,명사,2,0,0,0
행정실,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n2_hag_gyo_dae_hwa_/haeng_jeong_sil_2.png,학교,명사,2,0,0,0
현장학습,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n2_hag_gyo_dae_hwa_/hyeon_jang_hag_seub_001_.png,학교,명사,1,0,0,0
현장학습,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n2_hag_gyo_dae_hwa_/hyeon_jang_hag_seub_002_.png,학교,명사,1,0,0,0
현장학습,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n2_hag_gyo_dae_hwa_/hyeon_jang_hag_seub_003_.png,학교,명사,1,0,0,0
혼났어요,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n2_hag_gyo_dae_hwa_/hon_nass_eo_yo_.png,학교,동사,0,에게,0,0
혼자할수있어요,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n2_hag_gyo_dae_hwa_/hon_ja_hal_su_iss_eo_yo_.png,학교,동사,0,0,0,0
회장,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n2_hag_gyo_dae_hwa_/hoe_jang_001_.png,학교,명사,2,0,0,0
회장,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n2_hag_gyo_dae_hwa_/hoe_jang_002_.png,학교,명사,2,0,0,0
급식판,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n3_jeom_sim_si_gan_/geub_sig_pan_.png,학교,명사,2,0,0,0
닦을래요,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n3_jeom_sim_si_gan_/dagg_eul_rae_yo_.png,학교,동사,0,을,0,0
도시락,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n3_jeom_sim_si_gan_/do_si_rag_.png,학교,명사,2,0,0,0
도시락,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n3_jeom_sim_si_gan_/do_si_rag_202_.png,학교,명사,2,0,0,0
된장국,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n3_jeom_sim_si_gan_/doen_jang_gug_.png,학교,명사,2,0,0,0
떨어졌어요,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n3_jeom_sim_si_gan_/ddeol_eo_jyeoss_eo_yo_.png,학교,동사,0,이,0,0
무김치,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n3_jeom_sim_si_gan_/mu_gim_ci_.png,학교,명사,2,0,0,0
배추김치,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n3_jeom_sim_si_gan_/bae_cu_gim_ci_.png,학교,명사,2,0,0,0
부대찌개,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n3_jeom_sim_si_gan_/bu_dae_jji_gae_.png,학교,명사,2,0,0,0
부족해요,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n3_jeom_sim_si_gan_/bu_jog_hae_yo_2.png,학교,동사,0,이,0,0
사래들렸어요,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n3_jeom_sim_si_gan_/sa_rae_deul_ryeoss_eo_yo_001_.png,학교,동사,0,0,0,0
사래들렸어요,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n3_jeom_sim_si_gan_/sa_rae_deul_ryeoss_eo_yo_002_.png,학교,동사,0,0,0,0
샐러드,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n3_jeom_sim_si_gan_/sael_reo_deu_.png,학교,명사,2,0,0,0
소시지야채볶음,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n3_jeom_sim_si_gan_/so_si_ji_ya_cae_bogg_eum_.png,학교,명사,2,0,0,0
손,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n3_jeom_sim_si_gan_/son_001_.png,학교,명사,2,0,0,0
손,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n3_jeom_sim_si_gan_/son_002_.png,학교,명사,2,0,0,0
숟가락,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n3_jeom_sim_si_gan_/sud_ga_rag_.png,학교,명사,2,0,0,0
숟가락,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n3_jeom_sim_si_gan_/sud_ga_rag_201_.png,학교,명사,2,0,0,0
아주머니,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n3_jeom_sim_si_gan_/a_ju_meo_ni_001_.png,학교,명사,2,0,0,0
아주머니,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n3_jeom_sim_si_gan_/a_ju_meo_ni_002_.png,학교,명사,2,0,0,0
어제뭐했어,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n3_jeom_sim_si_gan_/eo_je_mweo_haess_eo_.png,학교,동사,0,0,0,0
없어요,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n3_jeom_sim_si_gan_/eobs_eo_yo_.png,학교,동사,0,이,0,0
우거지국,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n3_jeom_sim_si_gan_/u_geo_ji_gug_.png,학교,명사,2,0,0,0
입,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n3_jeom_sim_si_gan_/ib_.png,학교,명사,2,0,0,0
자장,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n3_jeom_sim_si_gan_/ja_jang_.png,학교,명사,2,0,0,0
자장밥,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n3_jeom_sim_si_gan_/ja_jang_bab_.png,학교,명사,2,0,0,0
적어요,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n3_jeom_sim_si_gan_/jeog_eo_yo_001_.png,학교,동사,0,이,0,0
적어요,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n3_jeom_sim_si_gan_/jeog_eo_yo_002_.png,학교,동사,0,이,0,0
적어요,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n3_jeom_sim_si_gan_/jeog_eo_yo_201_.png,학교,동사,0,이,0,0
카레,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n3_jeom_sim_si_gan_/ka_re_.png,학교,명사,2,0,0,0
카레밥,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n3_jeom_sim_si_gan_/ka_re_bab_.png,학교,명사,2,0,0,0
혀깨물었어요,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n3_jeom_sim_si_gan_/hyeo_ggae_mul_eoss_eo_yo_.png,학교,동사,0,0,0,0
휴지,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n3_jeom_sim_si_gan_/hyu_ji_.png,학교,명사,2,0,0,0
결석했어요,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/gyeol_seog_haess_eo_yo_.png,학교,동사,0,0,0,0
계산기,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/gye_san_gi_1.png,학교,명사,2,0,0,0
공책,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/gong_caeg_001_.png,학교,명사,2,0,0,0
공책,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/gong_caeg_002_.png,학교,명사,2,0,0,0
과목,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/gwa_mog_.png,학교,명사,1,0,0,0
교과서,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/gyo_gwa_seo_001_.png,학교,명사,2,0,0,0
교과서,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/gyo_gwa_seo_002_.png,학교,명사,2,0,0,0
교복,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/gyo_bog_001_.png,학교,명사,2,0,0,0
교복,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/gyo_bog_002_.png,학교,명사,2,0,0,0
그룹,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/geu_rub_201_.png,학교,명사,1,0,0,0
기말고사,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/gi_mal_go_sa_001_.png,학교,명사,1,0,0,0
기말고사,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/gi_mal_go_sa_002_.png,학교,명사,1,0,0,0
다풀어주세요,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/da_pul_eo_ju_se_yo_.png,학교,동사,0,0,0,0
더설명해주세요,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/deo_seol_myeong_hae_ju_se_yo_.png,학교,동사,0,0,0,0
데려다주세요,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/de_ryeo_da_ju_se_yo_.png,학교,동사,0,에,0,0
말이빨라요,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/mal_i_bbal_ra_yo_.png,학교,동사,0,0,0,0
문제,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/mun_je_.png,학교,명사,1,0,0,0
문제-풀어요,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/mun_je_pul_eo_yo_002_.png,학교,동사,0,0,0,0
문제풀어요,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/mun_je_pul_eo_yo_001_.png,학교,동사,0,0,0,0
발표해요,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/bal_pyo_hae_yo_001_.png,학교,동사,0,0,0,0
발표해요,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/bal_pyo_hae_yo_002_.png,학교,동사,0,0,0,0
보건실,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/bo_geon_sil_.png,학교,명사,2,0,0,0
보건실,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/bo_geon_sil_201_.png,학교,명사,2,0,0,0
보여주세요,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/bo_yeo_ju_se_yo_2.png,학교,동사,0,을,0,0
분필,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/bun_pil_.png,학교,명사,2,0,0,0
빌려줄까,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/bil_ryeo_jul_gga_.png,학교,동사,0,을,0,0
빌려줄래,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/bil_ryeo_jul_rae_.png,학교,동사,0,을,0,0
색연필,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/saeg_yeon_pil_.png,학교,명사,2,0,0,0
서명,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/seo_myeong_.png,학교,명사,1,0,0,0
소리,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/so_ri_.png,학교,명사,1,0,0,0
수학능력시험,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/su_hag_neung_ryeog_si_heom_001_.png,학교,명사,0,0,0,0
수학능력시험,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/su_hag_neung_ryeog_si_heom_002_.png,학교,명사,0,0,0,0
숙제,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/sug_je_001_.png,학교,명사,1,0,0,0
숙제,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/sug_je_002_.png,학교,명사,1,0,0,0
숙제,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/sug_je_003_.png,학교,명사,1,0,0,0
숙제,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/sug_je_201_.png,학교,명사,1,0,0,0
시험,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/si_heom_001_.png,학교,명사,1,0,0,0
시험,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/si_heom_002_.png,학교,명사,1,0,0,0
써요,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/sseo_yo_001_1.png,학교,동사,0,에,0,0
안가져왔어요,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/an_ga_jyeo_wass_eo_yo_001_.png,학교,동사,0,을,0,0
안가져왔어요,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/an_ga_jyeo_wass_eo_yo_002_.png,학교,동사,0,을,0,0
안가져왔어요,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/an_ga_jyeo_wass_eo_yo_201_.png,학교,동사,0,을,0,0
연필,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/yeon_pil_001_.png,학교,명사,2,0,0,0
연필,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/yeon_pil_002_.png,학교,명사,2,0,0,0
연필,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/yeon_pil_201_.png,학교,명사,2,0,0,0
연필과지우개,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/yeon_pil_gwa_ji_u_gae_.png,학교,명사,2,0,0,0
연필꽂이,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/yeon_pil_ggoj_i_201_.png,학교,명사,2,0,0,0
오디오북,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/o_di_o_bug_.png,학교,명사,2,0,0,0
이름표,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/i_reum_pyo_001_.png,학교,명사,2,0,0,0
이름표,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/i_reum_pyo_002_.png,학교,명사,2,0,0,0
이름표,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/i_reum_pyo_003_.png,학교,명사,2,0,0,0
이름표,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/i_reum_pyo_201_.png,학교,명사,2,0,0,0
이상해요,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/i_sang_hae_yo_001_.png,학교,동사,0,이,0,0
이상해요,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/i_sang_hae_yo_002_.png,학교,동사,0,이,0,0
이해-못했어요,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/i_hae_mos_haess_eo_yo_002_.png,학교,동사,0,을,0,0
이해못했어요,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/i_hae_mos_haess_eo_yo_001_.png,학교,동사,0,을,0,0
정답이에요,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/jeong_dab_i_e_yo_002_.png,학교,동사,0,0,0,0
정답이예요,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/jeong_dab_i_ye_yo_001_.png,학교,동사,0,0,0,0
조(모둠),http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/jo_mo_dum_001_.png,학교,명사,1,0,0,0
조(모둠),http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/jo_mo_dum_002_.png,학교,명사,1,0,0,0
졸업장,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/jol_eob_jang_.png,학교,명사,2,0,0,0
준비물,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/jun_bi_mul_.png,학교,명사,1,0,0,0
준비물,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/jun_bi_mul_201_.png,학교,명사,1,0,0,0
중간고사,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/jung_gan_go_sa_001_.png,학교,명사,1,0,0,0
중간고사,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/jung_gan_go_sa_002_.png,학교,명사,1,0,0,0
지워주세요,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/ji_weo_ju_se_yo_.png,학교,동사,0,을,0,0
쪽,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/jjog_001_.png,학교,명사,1,0,0,0
쪽,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/jjog_002_.png,학교,명사,1,0,0,0
창문,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/cang_mun_2.png,학교,명사,2,0,0,0
창문,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/cang_mun_201_.png,학교,명사,2,0,0,0
책가방,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/caeg_ga_bang_.png,학교,명사,2,0,0,0
칠판,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/cil_pan_001_.png,학교,명사,2,0,0,0
칠판,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/cil_pan_002_.png,학교,명사,2,0,0,0
칠판,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/cil_pan_003_.png,학교,명사,2,0,0,0
칠판지우개,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/cil_pan_ji_u_gae_.png,학교,명사,2,0,0,0
틀려요,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/teul_ryeo_yo_201_.png,학교,동사,0,이,0,0
틀렸어요,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n4_su_eob_gong_tong_/teul_ryeoss_eo_yo_.png,학교,동사,0,이,0,0
공개수업,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n5_hag_gyo_haeng_sa_/gong_gae_su_eob_.png,학교,명사,1,0,0,0
독서논술대회,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n5_hag_gyo_haeng_sa_/dog_seo_non_sul_dae_hoe_.png,학교,명사,1,0,0,0
방과후수업,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n5_hag_gyo_haeng_sa_/bang_gwa_hu_su_eob_.png,학교,명사,1,0,0,0
소풍,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n5_hag_gyo_haeng_sa_/so_pung_002_2.png,학교,명사,1,0,0,0
소풍,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n5_hag_gyo_haeng_sa_/so_pung_003_.png,학교,명사,1,0,0,0
수련회,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n5_hag_gyo_haeng_sa_/su_ryeon_hoe_2.png,학교,명사,1,0,0,0
수학경시대회,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n5_hag_gyo_haeng_sa_/su_hag_gyeong_si_dae_hoe_.png,학교,명사,1,0,0,0
수학여행,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n5_hag_gyo_haeng_sa_/su_hag_yeo_haeng_001_.png,학교,명사,1,0,0,0
수학여행,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n5_hag_gyo_haeng_sa_/su_hag_yeo_haeng_002_.png,학교,명사,1,0,0,0
신체검사,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n5_hag_gyo_haeng_sa_/sin_ce_geom_sa_.png,학교,명사,1,0,0,0
입학식,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n5_hag_gyo_haeng_sa_/ib_hag_sig_.png,학교,명사,1,0,0,0
재량휴업일,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n5_hag_gyo_haeng_sa_/jae_ryang_hyu_eob_il_.png,학교,명사,1,0,0,0
졸업식,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n5_hag_gyo_haeng_sa_/jol_eob_sig_.png,학교,명사,1,0,0,0
종업식,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n5_hag_gyo_haeng_sa_/jong_eob_sig_.png,학교,명사,1,0,0,0
체험학습,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n5_hag_gyo_haeng_sa_/ce_heom_hag_seub_.png,학교,명사,1,0,0,0
학부모상담,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n5_hag_gyo_haeng_sa_/hag_bu_mo_sang_dam_.png,학교,명사,1,0,0,0
학업성취도평가,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n5_hag_gyo_haeng_sa_/hag_eob_seong_cwi_do_pyeong_ga_.png,학교,명사,1,0,0,0
학예회,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n5_hag_gyo_haeng_sa_/hag_ye_hoe_.png,학교,명사,1,0,0,0
괄호,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n6_gug_eo_/gwal_ho_.png,학교,명사,1,0,0,0
국어,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n6_gug_eo_/gug_eo_2.png,학교,명사,1,0,0,0
국어,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n6_gug_eo_/gug_eo_201_.png,학교,명사,1,0,0,0
단어,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n6_gug_eo_/dan_eo_.png,학교,명사,1,0,0,0
동사,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n6_gug_eo_/dong_sa_.png,학교,명사,1,0,0,0
맞춤법,http://220.69.171.28:8080/Symbol/Symbol/n3_hag_gyo_/n6_gug_eo_/maj_cum_beob_.png,학교,명사,1,0,0,0
