text,image,카테고리_주제,카테고리_품사
립스틱,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/rib_seu_tig_.png,집,명사
매니큐어,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/mae_ni_kyu_eo_.png,집,명사
머리띠,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/meo_ri_ddi_201_.png,집,명사
머리핀,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/meo_ri_pin_201_.png,집,명사
면봉,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/myeon_bong_001_.png,집,명사
면봉,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/myeon_bong_002_.png,집,명사
모자,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/mo_ja_001_.png,집,명사
모자,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/mo_ja_002_.png,집,명사
모자,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/mo_ja_003_.png,집,명사
모자,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/mo_ja_201_.png,집,명사
목걸이,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/mog_geol_i_001_.png,집,명사
목걸이,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/mog_geol_i_002_.png,집,명사
목걸이,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/mog_geol_i_201_.png,집,명사
반지,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/ban_ji_001_.png,집,명사
반지,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/ban_ji_002_.png,집,명사
보석,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/bo_seog_.png,집,명사
보석,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/bo_seog_201_.png,집,명사
선글라스,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/seon_geul_ra_seu_.png,집,명사
선크림,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/seon_keu_rim_.png,집,명사
손목시계,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/son_mog_si_gye_201_.png,집,명사
손톱깎이,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/son_tob_ggagg_i_.png,집,명사
스카프,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/seu_ka_peu_.png,집,명사
안경,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/an_gyeong_.png,집,명사
옷장,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/os_jang_.png,집,명사
옷장,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/os_jang_201_.png,집,명사
옷핀,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/os_pin_.png,집,명사
장갑,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/jang_gab_001_.png,집,명사
장갑,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/jang_gab_002_.png,집,명사
장갑,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/jang_gab_003_.png,집,명사
장갑,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/jang_gab_201_.png,집,명사
지갑,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/ji_gab_.png,집,명사
콘택트렌즈,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/kon_teg_teu_ren_jeu_.png,집,명사
털장갑,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/teol_jang_gab_201_.png,집,명사
팔찌,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/pal_jji_.png,집,명사
향수,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/hyang_su_.png,집,명사
허리띠,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/heo_ri_ddi_.png,집,명사
허리띠,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/heo_ri_ddi_201_.png,집,명사
안전모,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/hel_mes_.png,집,명사
화장품,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/hwa_jang_pum_.png,집,명사
걸레,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n10_ceong_so_ha_gi_/geol_re_.png,집,명사
걸레,http://220.69.171.28:8080/Symbol/Symbol/gif/geol_re_.gif,집,명사
걸레,http://220.69.171.28:8080/Symbol/Symbol/sunnyk/rag_sy.png,집,명사
다리미,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n10_ceong_so_ha_gi_/da_ri_mi_.png,집,명사
물티슈,http://220.69.171.28:8080/Symbol/Symbol/additional/mul_ti_syu_.png,집,명사
바닥,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n10_ceong_so_ha_gi_/ba_dag_.png,집,명사
바닥,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n10_ceong_so_ha_gi_/ba_dag_201_.png,집,명사
빗자루,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n10_ceong_so_ha_gi_/bis_ja_ru_.png,집,명사
빨래,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n10_ceong_so_ha_gi_/bbal_rae_.png,집,명사
빨래건조대,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n10_ceong_so_ha_gi_/bbal_rae_geon_jo_dae_.png,집,명사
빨래바구니,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n10_ceong_so_ha_gi_/bbal_rae_ba_gu_ni_.png,집,명사
빨래집게,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n10_ceong_so_ha_gi_/bbal_rae_jib_ge_.png,집,명사
섬유유연제,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n10_ceong_so_ha_gi_/seom_yu_yu_yeon_je_.png,집,명사
세탁기,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n10_ceong_so_ha_gi_/se_tag_gi_1.png,집,명사
세탁기_001,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n10_ceong_so_ha_gi_/se_tag_gi_001_.png,집,명사
스펀지,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n10_ceong_so_ha_gi_/seu_peon_ji_.png,집,명사
식기건조대,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n10_ceong_so_ha_gi_/sig_gi_geon_jo_dae_.png,집,명사
식기세척기,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n10_ceong_so_ha_gi_/sig_gi_se_ceog_gi_.png,집,명사
쓰레기,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n10_ceong_so_ha_gi_/sseu_re_gi_001_.png,집,명사
쓰레기,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n10_ceong_so_ha_gi_/sseu_re_gi_002_.png,집,명사
쓰레기,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n10_ceong_so_ha_gi_/sseu_re_gi_201_.png,집,명사
쓰레기봉투,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n10_ceong_so_ha_gi_/sseu_re_gi_bong_tu_.png,집,명사
쓰레받기,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n10_ceong_so_ha_gi_/sseu_re_bad_i_.png,집,명사
제자리,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n10_ceong_so_ha_gi_/je_ja_ri_.png,집,명사
제자리,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n10_ceong_so_ha_gi_/je_ja_ri_201_.png,집,명사
종이타월,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n10_ceong_so_ha_gi_/jong_i_ta_weol_.png,집,명사
청소기,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n10_ceong_so_ha_gi_/ceong_so_gi_1.png,집,명사
청소기,http://220.69.171.28:8080/Symbol/Symbol/gif/ceong_so_gi_.gif,집,명사
탈취제,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n10_ceong_so_ha_gi_/pe_beu_ri_jeu_.png,집,명사
냉장고,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n11_sig_sa_ha_gi_/naeng_jang_go_.png,집,명사
냉장고,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n11_sig_sa_ha_gi_/naeng_jang_go_201_.png,집,명사
전자레인지,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n11_sig_sa_ha_gi_/jeon_ja_re_in_ji_.png,집,명사
전자레인지,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n11_sig_sa_ha_gi_/jeon_ja_re_in_ji_201_.png,집,명사
가습기,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n13_ga_jeon_ga_gu_/ga_seub_gi_.png,집,명사
계산기,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n13_ga_jeon_ga_gu_/gye_san_gi_2.png,집,명사
공기청정기,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n13_ga_jeon_ga_gu_/gong_gi_ceong_jeong_gi_.png,집,명사
꺼짐예약,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n13_ga_jeon_ga_gu_/ggeo_jim_ye_yag_.png,집,명사
녹음기,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n13_ga_jeon_ga_gu_/nog_eum_gi_.png,집,명사
드라이어,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n13_ga_jeon_ga_gu_/deu_ra_i_eo_.png,집,명사
디지털카메라,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n13_ga_jeon_ga_gu_/di_ji_teol_ka_me_ra_.png,집,명사
라디오,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n13_ga_jeon_ga_gu_/ra_di_o_001_1.png,집,명사
라디오,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n13_ga_jeon_ga_gu_/ra_di_o_002_1.png,집,명사
렌즈,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n13_ga_jeon_ga_gu_/ren_jeu_.png,집,명사
리모컨,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n13_ga_jeon_ga_gu_/ri_mo_keon_.png,집,명사
먼지봉투,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n13_ga_jeon_ga_gu_/meon_ji_bong_tu_.png,집,명사
밥솥,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n13_ga_jeon_ga_gu_/bab_sot_.png,집,명사
배터리,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n13_ga_jeon_ga_gu_/bae_teo_ri_003_2.png,집,명사
배터리,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n13_ga_jeon_ga_gu_/bae_teo_ri_201_.png,집,명사
비디오,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n13_ga_jeon_ga_gu_/bi_di_o_1.png,집,명사
세탁기,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n13_ga_jeon_ga_gu_/se_tag_gi_2.png,집,명사
세탁조세척,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n13_ga_jeon_ga_gu_/se_tag_jo_se_ceog_.png,집,명사
소음,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n13_ga_jeon_ga_gu_/so_eum_3.png,집,명사
스위치,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n13_ga_jeon_ga_gu_/seu_wi_ci_1.png,집,명사
스탠드,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n13_ga_jeon_ga_gu_/seu_taen_deu_.png,집,명사
식탁,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n13_ga_jeon_ga_gu_/sig_tag_001_.png,집,명사
식탁,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n13_ga_jeon_ga_gu_/sig_tag_002_.png,집,명사
에어컨필터,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n13_ga_jeon_ga_gu_/e_eo_keon_pil_teo_.png,집,명사
의자,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n13_ga_jeon_ga_gu_/yi_ja_201_.png,집,명사
전기담요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n13_ga_jeon_ga_gu_/jeon_gi_dam_yo_.png,집,명사
전화기,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n13_ga_jeon_ga_gu_/jeon_hwa_gi_.png,집,명사
책상,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n13_ga_jeon_ga_gu_/caeg_sang_.png,집,명사
책상,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n13_ga_jeon_ga_gu_/caeg_sang_201_.png,집,명사
청소기,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n13_ga_jeon_ga_gu_/ceong_so_gi_2.png,집,명사
청소기,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n13_ga_jeon_ga_gu_/ceong_so_gi_201_.png,집,명사
청소기,http://220.69.171.28:8080/Symbol/Symbol/gif/ceong_so_gi_.gif,집,명사
충전기,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n13_ga_jeon_ga_gu_/cung_jeon_gi_002_.png,집,명사
캠코더,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n13_ga_jeon_ga_gu_/kaem_ko_deo_.png,집,명사
탁자,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n13_ga_jeon_ga_gu_/tag_ja_.png,집,명사
플러그,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n13_ga_jeon_ga_gu_/peul_reo_geu_.png,집,명사
필터,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n13_ga_jeon_ga_gu_/pil_teo_.png,집,명사
호스,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n13_ga_jeon_ga_gu_/ho_seu_.png,집,명사
화장대,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n13_ga_jeon_ga_gu_/hwa_jang_dae_.png,집,명사
휴대전화,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n13_ga_jeon_ga_gu_/hyu_dae_jeon_hwa_.png,집,명사
건전지,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n14_jib_gi_ta_/geon_jeon_ji_001_.png,집,명사
건전지,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n14_jib_gi_ta_/geon_jeon_ji_002_.png,집,명사
내일,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n14_jib_gi_ta_/nae_il_002_.png,집,명사
돼지저금통,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n14_jib_gi_ta_/dwae_ji_jeo_geum_tong_001_.png,집,명사
돼지저금통,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n14_jib_gi_ta_/dwae_ji_jeo_geum_tong_002_.png,집,명사
리모컨,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n14_jib_gi_ta_/ri_mo_keon_001_.png,집,명사
리모컨,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n14_jib_gi_ta_/ri_mo_keon_002_.png,집,명사
바깥,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n14_jib_gi_ta_/ba_ggat_001_.png,집,명사
바깥,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n14_jib_gi_ta_/ba_ggat_002_.png,집,명사
바깥,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n14_jib_gi_ta_/ba_ggat_003_.png,집,명사
바깥,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n14_jib_gi_ta_/ba_ggat_201_.png,집,명사
사다리,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n14_jib_gi_ta_/sa_da_ri_001_.png,집,명사
사다리,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n14_jib_gi_ta_/sa_da_ri_002_.png,집,명사
아래층,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n14_jib_gi_ta_/a_rae_ceung_001_.png,집,명사
아래층,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n14_jib_gi_ta_/a_rae_ceung_002_.png,집,명사
아래층,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n14_jib_gi_ta_/a_rae_ceung_003_.png,집,명사
아래층,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n14_jib_gi_ta_/a_rae_ceung_201_.png,집,명사
안,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n14_jib_gi_ta_/an_001_.png,집,명사
안,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n14_jib_gi_ta_/an_002_.png,집,명사
안,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n14_jib_gi_ta_/an_201_.png,집,명사
위층,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n14_jib_gi_ta_/wi_ceung_001_.png,집,명사
위층,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n14_jib_gi_ta_/wi_ceung_002_.png,집,명사
위층,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n14_jib_gi_ta_/wi_ceung_003_.png,집,명사
위층,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n14_jib_gi_ta_/wi_ceung_201_.png,집,명사
전등,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n14_jib_gi_ta_/jeon_deung_001_.png,집,명사
전등,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n14_jib_gi_ta_/jeon_deung_002_.png,집,명사
안방,http://220.69.171.28:8080/Symbol/Symbol/n17_mi_bun_ryu_/n1_gi_ta_/an_bang_.png,집,명사
거실,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n2_ka_te_go_ri_/geo_sil_1.png,집,명사
침실,http://220.69.171.28:8080/Symbol/Symbol/wetalk/cim_sil_.png,집,명사
이어폰,http://220.69.171.28:8080/Symbol/Symbol/n5_nol_i_yeo_ga_/n5_eum_ag_/i_eo_pon_201_.png,집,명사
스마트폰,http://220.69.171.28:8080/Symbol/Symbol/n23_hwil_ce_eo_hyu_dae_pon_ja_dong_ca_jeong_bi_zasz_sen_teo_/n3_hyu_dae_pon_/seu_ma_teu_pon_.png,집,명사
